Year,University,School,Degree,Overall Employment Rate,Full-Time Employment Rate,Gross Monthly Mean,Gross Monthly Median,Gross Monthly 25th Percentile,Gross Monthly 75th Percentile
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,90.1,84,3755,3536,3200,3959
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,81.6,59.2,3124,3000,2600,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,74.4,56.4,3719,3500,3260,4150
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics & Multilingual Studies,79.2,45.8,3091,3200,2900,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,80,76,3126,3000,2550,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,90.1,78,3355,3370,3000,3684
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,80.6,71,3619,3350,3050,4018
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,80.2,60.4,3374,3220,3000,3841
2018,Nanyang Technological University,College of Sciences,Biological Sciences,80.1,67,3319,3250,3035,3650
2018,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,90.9,81.8,2953,3000,2700,3100
2018,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,77.6,63.9,3427,3200,3000,3725
2018,Nanyang Technological University,College of Sciences,Environmental Earth Systems Science ^,76.2,57.1,3389,3440,3150,3900
2018,Nanyang Technological University,College of Sciences,Mathematical Sciences,87.1,75.9,3744,3650,3360,4000
2018,Nanyang Technological University,College of Sciences,Mathematics & Economics,96.3,83.3,3569,3600,3200,4000
2018,Nanyang Technological University,College of Sciences,Physics & Applied Physics,80.2,74.1,3576,3400,3025,3800
2018,Nanyang Technological University,National Institute of Education (NIE),Arts (With Education),100,99.2,3751,3800,3600,3806
2018,Nanyang Technological University,National Institute of Education (NIE),Science (With Education),100,100,3738,3800,3600,4000
2018,Nanyang Technological University,Sport Science and Management,Sport Science and Management,87,61.1,3382,3300,3000,3600
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,83.7,56.6,3322,3200,2800,3600
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),87.5,60.8,3377,3300,3000,3600
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.2,74.5,3526,3400,3200,3800
2018,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4228,4050,4000,4450
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),79.4,69.8,3444,3389,3280,3650
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),89.9,84.1,4050,4000,3500,4300
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),91.8,89.8,3627,3500,3300,3900
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,83.4,3982,3700,3400,4546
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),88.9,74.6,3518,3400,3000,3868
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),91.5,87.8,4051,3895,3600,4500
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),88.6,86.4,3794,3600,3500,4305
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),92.8,86.9,3877,3700,3300,4100
2018,National University of Singapore,Faculty of Law,Bachelor of Laws #,97.3,92.6,5263,5500,4500,5840
2018,National University of Singapore,Faculty of Science,Bachelor of Science,81.6,47.2,3289,3100,2900,3850
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),87.3,72.8,3460,3400,3000,3725
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,96.6,93.2,3723,3650,3500,3900
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration,95.7,84.8,3732,3225,3000,3750
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96.6,90.9,4424,3895,3300,4748
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,95.2,95.2,3522,3020,2700,3500
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.6,95.3,3683,3200,3000,4000
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.9,91.8,4658,4320,3900,5000
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98.4,95.3,4472,4458,4000,5000
2018,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),93.5,93.5,4499,4500,4000,5000
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87,69.6,3371,3250,3000,3800
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),89,84.6,3237,3060,3000,3300
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),91.7,85.1,3372,3300,3000,3600
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),94.6,94.6,3469,3450,3300,3500
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),98,98,3546,3550,3400,3750
2018,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,81,23.8,2100,1800,1500,2700
2018,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,81.1,4381,3630,3275,4642
2018,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,89.5,78.9,5136,4800,3600,6435
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Engineering (Computer Engineering),88.6,84.3,4188,3975,3500,4900
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Environmental Studies,84.2,55.3,3385,3414,3000,3600
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,86.7,86.7,3324,3300,3196,3500
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,91.2,52.9,2861,2800,2600,3000
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,94.7,89.5,3576,3600,3300,4000
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.8,96.8,4088,4016,3830,4200
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,84.6,76.9,3451,3300,3000,3600
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.5,81.8,3438,3343,3050,3500
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,97.1,94.3,3439,3250,3000,3600
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.5,82.3,3484,3253,3100,3600
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,100,3479,3400,3300,3800
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92.3,84.6,3545,3510,3100,3850
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food and Human Nutrition,90.4,69.2,2895,2900,2625,3200
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,96.3,91.5,3216,3075,3000,3250
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security) ^,100,100,4116,4045,4000,4400
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),95.7,95.7,3914,4000,3600,4300
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),98.3,96.6,3688,3550,3400,3800
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,92.1,81.6,2991,2825,2600,3175
2018,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,95.3,90.7,3536,3500,3350,3800
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) ^,95.8,87.5,3571,3350,3300,3800
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),96.6,96.6,3431,3460,3300,3610
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3276,3300,3000,3600
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,83.7,75.5,3298,3200,3000,3550
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,83.3,69.4,3609,3500,3300,4000
2018,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,86.5,64.9,2929,2663,2415,3300
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,84.9,54.7,3055,2950,2550,3000
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,76.9,2796,2775,2500,3000
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,78,70.7,3454,3200,3000,3500
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.4,61.8,3451,3380,3025,3875
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,94.3,90.6,3718,3500,3100,4000
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93.7,87.3,3812,3600,3275,4298
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,94.7,89.3,3996,4000,3500,4225
2018,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,91.9,74.2,3726,3729,3260,4100
2018,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,100,98.2,2911,2925,2800,3100
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,96.4,92.3,3607,3000,3000,3650
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),96.3,95.1,4439,3550,3013,4773
2018,Singapore Management University,School of Business (4-year programme) *,Business Management,91.6,86.5,4133,3700,3250,4500
2018,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),97.4,95.6,4544,4000,3500,4800
2018,Singapore Management University,School of Economics (4-year programme) *,Economics,91.1,85.6,4140,3700,3200,4600
2018,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),93.4,89.5,4721,4000,3500,5200
2018,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,93.6,89.5,4160,4000,3600,4600
2018,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),100,97.2,4659,4685,4200,5000
2018,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,85.6,74.4,3409,3210,3000,3710
2018,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),84.2,78.9,3880,3600,3200,4100
2018,Singapore Management University,School of Law (4-year programme) *,Law #,92.7,90.8,4856,4500,4050,5600
2018,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,94.4,92.6,5256,5513,4500,6000
2018,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,98.7,97.5,2879,3000,2700,3000
2018,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,88,84,3393,3400,3200,3500
2018,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,94,84,3023,3000,2650,3245
